"designation","is_creation_needed_in_unee_t","unee_t_unit_type","is_obsolete","order","area_id","description","tower","address_1","address_2","zip_postal_code","city","state","country_code","external_id","external_system_id","external_table","created_by_id","syst_created_datetime","creation_system_id","creation_method","updated_by_id","syst_updated_datetime","update_system_id","update_method"
"Canberra Residences - 505","0","Condominium","1","180","UNKNOWN","  .","505","505 Canberra Drive","","768126","Singapore","","Singapore","26","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Canberra Residences - 517","0","Condominium","1","180","UNKNOWN","  .","517","517 Canberra Drive","","768132","Singapore","","Singapore","26","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Canberra Residences - 523","0","Condominium","1","180","UNKNOWN","  .","523","523 Canberra Drive","","768135","Singapore","","Singapore","26","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Canberra Residences - 525","0","Condominium","1","180","UNKNOWN","  .","525","525 Canberra Drive ","","768136","Singapore","","Singapore","26","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Eight Courtyards - 10A","0","Condominium","1","190","UNKNOWN","  .","10A","10A Canberra Drive","","768143","Singapore","","Singapore","27","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Eight Courtyards - 12 A","0","Condominium","1","190","UNKNOWN","  .","12 A","12A CANBERRA DRIVE","","768095","Singapore","","Singapore","27","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Eight Courtyards - 14","0","Condominium","1","190","UNKNOWN","  .","14","14 Canberra Drive","","768096","Singapore","","Singapore","27","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Eight Courtyards - 16","0","Condominium","1","190","UNKNOWN","  .","16","16 Canberra Drive","","768097","Singapore","","Singapore","27","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Eight Courtyards - 18 B","0","Condominium","1","190","UNKNOWN","  .","18 B","18B Canberra Dr","","768100","Singapore","","Singapore","27","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Eight Courtyards - 6","0","Condominium","1","190","UNKNOWN","  .","6","6 Canberra Drive","","768140","Singapore","","Singapore","27","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Eight Courtyards - 8","0","Condominium","1","190","UNKNOWN","  .","8","8 Canberra Drive","","768141","Singapore","","Singapore","27","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 1","0","Condominium","1","200","UNKNOWN","  .","1","","","","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 524","0","Condominium","1","200","UNKNOWN","  .","524","524 Miltonia Close","","768106","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 538","0","Condominium","1","200","UNKNOWN","  .","538","538 Miltonia Close","","768113","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 540","0","Condominium","1","200","UNKNOWN","  .","540","540 Miltonia Close","","768114","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 546","0","Condominium","1","200","UNKNOWN","  .","546","546 Miltonia Close","","768117","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 548","0","Condominium","1","200","UNKNOWN","  .","548","548 Miltonia Close","","768118","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 550","0","Condominium","1","200","UNKNOWN","  .","550","550 Miltonia close","","768119","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 554","0","Condominium","1","200","UNKNOWN","  .","554","554 Miltonia Close","","768121","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Miltonia Residences - 556","0","Condominium","1","200","UNKNOWN","  .","556","556 Miltonia Close","","768122","Singapore","","Singapore","28","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Skies Miltonia - 1","0","Condominium","1","210","UNKNOWN","  .","1","","","","Singapore","","Singapore","29","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Skies Miltonia - 27","0","Condominium","1","210","UNKNOWN","  .","27","27 Miltonia Close","","768061","Singapore","","Singapore","29","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Skies Miltonia - 29","0","Condominium","1","210","UNKNOWN","  .","29","29 Miltonia Close","","768062","Singapore","","Singapore","29","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Skies Miltonia - 33","0","Condominium","1","210","UNKNOWN","  .","33","33 Miltonia Close","","768064","Singapore","","Singapore","29","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Skies Miltonia - 35","0","Condominium","1","210","UNKNOWN","  .","35","35 Miltonia Close","","768065","Singapore","","Singapore","29","ipi_hmlet","db_sourcing_ls_0_condo","2"
"The Estuary - 1","1","Condominium","0","220","UNKNOWN","  .","1","","","","Singapore","","Singapore","30","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Commonwealth Towers - 230","0","Condominium","1","230","UNKNOWN","  .","230","230 Commonwealth  avenue","","149739","Singapore","","Singapore","31","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Commonwealth Towers - 232","0","Condominium","1","230","UNKNOWN","  .","232","232 Commonwealth avenue","","149740","Singapore","","Singapore","31","ipi_hmlet","db_sourcing_ls_0_condo","2"
"Lumiere - 1","1","Condominium","0","","CBD","  .","1","2 Mistri Rd","","79624","Singapore","","Singapore","57","ipi_hmlet","db_sourcing_ls_0_condo","2"
"OS - 1","1","Condominium","0","0","CBD","","1","1 Shenton Way","","68803","Singapore","","Singapore","37","ipi_hmlet","db_sourcing_ls_0_condo","2"
